年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量
2017,花蓮縣,薑,74.06,74.06,17250.20254,1277.55
2017,澎湖縣,薑,0,0,0,0
2017,基隆市,薑,0,0,0,0
2017,新竹市,薑,0,0,0,0
2017,嘉義市,薑,1.8,1.8,16000,28.8
2017,金門縣,薑,0,0,0,0
2017,連江縣,薑,0,0,0,0
2017,新北市,芋,68.95,68.95,12667.75925,873.442
2017,台北市,芋,3.42,3.42,12939.18129,44.252
2017,桃園市,芋,6.62,6.62,17197.12991,113.845
2017,台中市,芋,807.71,807.71,16440.33626,13279.024
2017,台南市,芋,84.85,84.85,20611.11373,1748.853
2017,高雄市,芋,67.76,67.76,13509.37131,915.395
2017,宜蘭縣,芋,18.26,18.26,15229.51807,278.091
2017,新竹縣,芋,16.18,16.18,18246.60074,295.23
2017,苗栗縣,芋,628.36,628.36,16304.13616,10244.867
2017,彰化縣,芋,24.54,24.54,20601.05949,505.55
2017,南投縣,芋,19.82,19.82,12046.01413,238.752
2017,雲林縣,芋,129.12,129.12,19550.24783,2524.328
2017,嘉義縣,芋,57.75,57.75,16696.88312,964.245
2017,屏東縣,芋,483.41,483.41,15658.34178,7569.399
2017,台東縣,芋,117.88,117.86,7220.006788,850.95
2017,花蓮縣,芋,179.8,179.8,19750.55617,3551.15
2017,澎湖縣,芋,0.2,0.2,8650,1.73
2017,基隆市,芋,0.32,0.32,10006.25,3.202
2017,新竹市,芋,3.64,3.64,13522.25275,49.221
2017,嘉義市,芋,2.5,2.5,14780,36.95
2017,金門縣,芋,1.51,1.51,27200,41.072
2017,連江縣,芋,0,0,0,0
2017,新北市,馬鈴薯,0.42,0.22,20000,4.4
2017,台北市,馬鈴薯,0,0,0,0
2017,桃園市,馬鈴薯,0,0,0,0
2017,台中市,馬鈴薯,573.31,573.31,25580.07012,14665.31
2017,台南市,馬鈴薯,74.5,74.5,21108.33557,1572.571
2017,高雄市,馬鈴薯,0.15,0.15,15200,2.28
2017,宜蘭縣,馬鈴薯,0,0,0,0
2017,新竹縣,馬鈴薯,0,0,0,0
2017,苗栗縣,馬鈴薯,0,0,0,0
2017,彰化縣,馬鈴薯,22.94,22.94,21185.70183,486
2017,南投縣,馬鈴薯,0.5,0.5,15000,7.5
2017,雲林縣,馬鈴薯,1155.96,1155.96,21221.4696,24531.17
2017,嘉義縣,馬鈴薯,603.55,603.55,22363.19775,13497.308
2017,屏東縣,馬鈴薯,0,0,0,0
2017,台東縣,馬鈴薯,0,0,0,0
2017,花蓮縣,馬鈴薯,0,0,0,0
2017,澎湖縣,馬鈴薯,0,0,0,0
2017,基隆市,馬鈴薯,0,0,0,0
2017,新竹市,馬鈴薯,0,0,0,0
2017,嘉義市,馬鈴薯,9,9,15500,139.5
2017,金門縣,馬鈴薯,1,1,23248,23.248
2017,連江縣,馬鈴薯,0,0,0,0
2017,新北市,蔥,83.89,83.89,12399.43974,1040.189
2017,台北市,蔥,13.65,13.65,11552.96703,157.698
2017,桃園市,蔥,40.31,40.31,18183.20516,732.965
2017,台中市,蔥,142.93,142.93,20931.11313,2991.684
2017,台南市,蔥,27.05,27.05,16097.04251,435.425
2017,高雄市,蔥,136.27,136.27,15268.41565,2080.627
2017,宜蘭縣,蔥,619.43,619.43,20770.37922,12865.796
2017,新竹縣,蔥,40.96,40.96,16664.77051,682.589
2017,苗栗縣,蔥,49.05,49.05,12724.01631,624.113
2017,彰化縣,蔥,1947.85,1947.85,28914.32811,56320.774
2017,南投縣,蔥,15.51,15.51,11884.07479,184.322
2017,雲林縣,蔥,1424.2,1424.2,20795.26682,29616.619
2017,嘉義縣,蔥,63.36,63.36,15814.23611,1001.99
2017,屏東縣,蔥,49.99,49.99,17018.16363,850.738
2017,台東縣,蔥,13.77,13.77,14665.50472,201.944
2017,花蓮縣,蔥,122.82,122.82,14771.81241,1814.274
2017,澎湖縣,蔥,23.46,23.46,7892.412617,185.156
2017,基隆市,蔥,1.4,1.4,9759.285714,13.663
2017,新竹市,蔥,4.02,4.02,16171.39303,65.009
2017,嘉義市,蔥,0,0,0,0
2017,金門縣,蔥,0.96,0.96,18491.66667,17.752
2017,連江縣,蔥,0,0,0,0
2017,新北市,蔥頭,0,0,0,0
2017,台北市,蔥頭,0,0,0,0
2017,桃園市,蔥頭,0,0,0,0
2017,台中市,蔥頭,0,0,0,0
2017,台南市,蔥頭,1315.25,1315.25,11260.49344,14810.364
2017,高雄市,蔥頭,0.11,0.11,8454.545455,0.93
2017,宜蘭縣,蔥頭,0.09,0.09,25000,2.25
2017,新竹縣,蔥頭,0,0,0,0
2017,苗栗縣,蔥頭,0,0,0,0
2017,彰化縣,蔥頭,0.5,0.5,8100,4.05
2017,南投縣,蔥頭,0,0,0,0
2017,雲林縣,蔥頭,29.97,29.97,9916.48315,297.197
2017,嘉義縣,蔥頭,35.09,35.09,10976.34654,385.16
2017,屏東縣,蔥頭,0,0,0,0
2017,台東縣,蔥頭,0,0,0,0
2017,花蓮縣,蔥頭,0,0,0,0
2017,澎湖縣,蔥頭,0,0,0,0
2017,基隆市,蔥頭,0,0,0,0
2017,新竹市,蔥頭,0,0,0,0
2017,嘉義市,蔥頭,0,0,0,0
2017,金門縣,蔥頭,0,0,0,0
2017,連江縣,蔥頭,0,0,0,0
2017,新北市,洋蔥,0,0,0,0
2017,台北市,洋蔥,0,0,0,0
2017,桃園市,洋蔥,0,0,0,0
2017,台中市,洋蔥,0.05,0.05,50000,2.5
2017,台南市,洋蔥,3.18,3.18,40724.84277,129.505
2017,高雄市,洋蔥,44.54,44.54,49969.73507,2225.652
2017,宜蘭縣,洋蔥,0.02,0.02,40000,0.8
2017,新竹縣,洋蔥,0,0,0,0
2017,苗栗縣,洋蔥,0,0,0,0
2017,彰化縣,洋蔥,197.21,197.21,53288.87987,10509.1
2017,南投縣,洋蔥,0,0,0,0
2017,雲林縣,洋蔥,234.59,234.59,41635.36383,9767.24
2017,嘉義縣,洋蔥,90.06,90.06,55071.06374,4959.7
2017,屏東縣,洋蔥,544.54,544.54,61312.03585,33386.856
2017,台東縣,洋蔥,4.3,4.3,43325.5814,186.3
2017,花蓮縣,洋蔥,0,0,0,0
2017,澎湖縣,洋蔥,0,0,0,0
2017,基隆市,洋蔥,0,0,0,0
2017,新竹市,洋蔥,0,0,0,0
2017,嘉義市,洋蔥,0,0,0,0
2017,金門縣,洋蔥,0,0,0,0
2017,連江縣,洋蔥,0,0,0,0
2017,新北市,韭菜,25.48,25.48,12903.02198,328.769
2017,台北市,韭菜,0.17,0.17,10570.58824,1.797
2017,桃園市,韭菜,81.31,81.31,34754.15078,2825.86
2017,台中市,韭菜,17.05,17.05,11384.86804,194.112
2017,台南市,韭菜,1.43,1.43,10220.97902,14.616
2017,高雄市,韭菜,14.52,14.52,20425.20661,296.574
2017,宜蘭縣,韭菜,48.47,48.47,12777.8626,619.343
2017,新竹縣,韭菜,10.04,10.04,14135.45817,141.92
2017,苗栗縣,韭菜,3.37,3.37,16967.35905,57.18
2017,彰化縣,韭菜,550.47,549.97,32727.75606,17999.284
2017,南投縣,韭菜,1.14,1.14,29087.7193,33.16
2017,雲林縣,韭菜,0.6,0.6,18000,10.8
2017,嘉義縣,韭菜,0,0,0,0
2017,屏東縣,韭菜,14.37,14.37,11729.15797,168.548
2017,台東縣,韭菜,2.61,2.42,17154.13223,41.513
2017,花蓮縣,韭菜,60.34,59.94,19944.44444,1195.47
2017,澎湖縣,韭菜,0.06,0.06,10000,0.6
2017,基隆市,韭菜,0.71,0.71,10000,7.1
2017,新竹市,韭菜,0.15,0.15,12260,1.839
2017,嘉義市,韭菜,0.05,0.05,3000,0.15
2017,金門縣,韭菜,0,0,0,0
2017,連江縣,韭菜,0,0,0,0
2017,新北市,蒜,18.77,18.77,12345.81779,231.731
2017,台北市,蒜,0.72,0.72,8459.722222,6.091
2017,桃園市,蒜,1.09,1.09,14242.20183,15.524
2017,台中市,蒜,40.25,40.25,15138.40994,609.321
2017,台南市,蒜,0.13,0.13,13000,1.69
2017,高雄市,蒜,0.47,0.47,15455.31915,7.264
2017,宜蘭縣,蒜,159.55,159.55,19834.1335,3164.536
2017,新竹縣,蒜,8.95,8.95,13025.69832,116.58
2017,苗栗縣,蒜,9.12,9.12,14841.88596,135.358
2017,彰化縣,蒜,19.94,19.94,18176.02808,362.43
2017,南投縣,蒜,46.32,46.32,11976.98618,554.774
2017,雲林縣,蒜,84.87,84.87,19532.10793,1657.69
2017,嘉義縣,蒜,13.1,13.1,15267.17557,200
2017,屏東縣,蒜,0.15,0.15,16313.33333,2.447
2017,台東縣,蒜,2.04,2.04,21000,42.84
2017,花蓮縣,蒜,2.35,2.35,13425.53191,31.55
2017,澎湖縣,蒜,2.73,2.73,11242.49084,30.692
2017,基隆市,蒜,0,0,0,0
2017,新竹市,蒜,0.5,0.5,13500,6.75
2017,嘉義市,蒜,0,0,0,0
2017,金門縣,蒜,0.85,0.85,20961.17647,17.817
2017,連江縣,蒜,0,0,0,0
2017,新北市,蒜頭,0,0,0,0
2017,台北市,蒜頭,1.5,1.5,11985.33333,17.978
2017,桃園市,蒜頭,0,0,0,0
2017,台中市,蒜頭,0.35,0.35,8142.857143,2.85
2017,台南市,蒜頭,197.19,197.19,8390.263198,1654.476
2017,高雄市,蒜頭,0.03,0.03,6500,0.195
2017,宜蘭縣,蒜頭,0.48,0.48,7906.25,3.795
2017,新竹縣,蒜頭,0.02,0.02,5000,0.1
2017,苗栗縣,蒜頭,0.33,0.33,11000,3.63
2017,彰化縣,蒜頭,104.75,104.75,7781.288783,815.09
2017,南投縣,蒜頭,0,0,0,0
2017,雲林縣,蒜頭,3453.88,3453.88,9799.561652,33846.51
2017,嘉義縣,蒜頭,21.02,21.02,8819.219791,185.38
2017,屏東縣,蒜頭,0,0,0,0
2017,台東縣,蒜頭,0.85,0.85,6000,5.1
2017,花蓮縣,蒜頭,0,0,0,0
2017,澎湖縣,蒜頭,0,0,0,0
2017,基隆市,蒜頭,0.01,0.01,9500,0.095
2017,新竹市,蒜頭,0,0,0,0
2017,嘉義市,蒜頭,0,0,0,0
2017,金門縣,蒜頭,0.72,0.72,11006.94444,7.925
2017,連江縣,蒜頭,0,0,0,0
2017,新北市,荸薺,0,0,0,0
2017,台北市,荸薺,0,0,0,0
2017,桃園市,荸薺,0,0,0,0
2017,台中市,荸薺,0.02,0.02,14600,0.292
2017,台南市,荸薺,0,0,0,0
2017,高雄市,荸薺,0,0,0,0
2017,宜蘭縣,荸薺,0,0,0,0
2017,新竹縣,荸薺,0,0,0,0
2017,苗栗縣,荸薺,0,0,0,0
2017,彰化縣,荸薺,3.69,3.69,19457.99458,71.8
2017,南投縣,荸薺,0,0,0,0
2017,雲林縣,荸薺,0,0,0,0
2017,嘉義縣,荸薺,4.2,4.2,12100,50.82
2017,屏東縣,荸薺,0,0,0,0
2017,台東縣,荸薺,0,0,0,0
2017,花蓮縣,荸薺,0,0,0,0
2017,澎湖縣,荸薺,0,0,0,0
2017,基隆市,荸薺,0,0,0,0
2017,新竹市,荸薺,0,0,0,0
2017,嘉義市,荸薺,0,0,0,0
2017,金門縣,荸薺,0,0,0,0
2017,連江縣,荸薺,0,0,0,0
2017,新北市,竹筍,3105.92,3061.05,4569.368681,13987.066
2017,台北市,竹筍,503.98,503.98,4444.352951,2239.865
2017,桃園市,竹筍,882.38,880.59,6557.832817,5774.762
2017,台中市,竹筍,1123.84,1123.84,10402.75662,11691.034
2017,台南市,竹筍,3882.66,3876.96,10030.07537,38886.201
2017,高雄市,竹筍,1793.4,1793.4,11630.30222,20857.784
2017,宜蘭縣,竹筍,238.41,238.41,11844.69192,2823.893
2017,新竹縣,竹筍,351.23,351.23,6392.477864,2245.23
2017,苗栗縣,竹筍,2433.32,2432.97,9966.547471,24248.311
2017,彰化縣,竹筍,323.07,323.07,12625.60436,4078.954
2017,南投縣,竹筍,2266.32,2266.32,7583.628084,17186.928
2017,雲林縣,竹筍,3924.03,3919.05,17150.33847,67213.034
2017,嘉義縣,竹筍,5028.97,4687.44,7319.674705,34310.536
2017,屏東縣,竹筍,412.18,411.14,12429.09228,5110.097
2017,台東縣,竹筍,229.69,228.89,6173.288479,1413.004
2017,花蓮縣,竹筍,703.49,703.49,6144.634607,4322.689
2017,澎湖縣,竹筍,0,0,0,0
2017,基隆市,竹筍,138.23,138.23,4399.565941,608.152
2017,新竹市,竹筍,21.55,21.55,5860.881671,126.302
2017,嘉義市,竹筍,85.15,85.15,9001.879037,766.51
2017,金門縣,竹筍,1.53,1.53,3300.653595,5.05
2017,連江縣,竹筍,0,0,0,0
2017,新北市,蘆筍,0.64,0.64,3242.1875,
2017,台北市,蘆筍,0,0,0,
2017,桃園市,蘆筍,0,0,0,
2017,台中市,蘆筍,3.14,3.14,6033.757962,
2017,台南市,蘆筍,92.53,92.53,6650.275586,
2017,高雄市,蘆筍,10.36,10.36,5904.92278,
2017,宜蘭縣,蘆筍,0.14,0.14,4171.428571,
2017,新竹縣,蘆筍,0.2,0.2,7550,
2017,苗栗縣,蘆筍,1.04,1.04,3067.307692,
2017,彰化縣,蘆筍,207.91,207.91,5763.614064,
2017,南投縣,蘆筍,5.58,5.58,2329.749104,
2017,雲林縣,蘆筍,34.64,34.64,5687.442263,
2017,嘉義縣,蘆筍,81.97,81.97,4222.825424,
2017,屏東縣,蘆筍,11.52,11.52,6363.194444,
2017,台東縣,蘆筍,4.18,4.13,2669.249395,
2017,花蓮縣,蘆筍,2.26,2.26,4321.238938,
2017,澎湖縣,蘆筍,0,0,0,
2017,基隆市,蘆筍,0,0,0,
2017,新竹市,蘆筍,0.02,0.02,8000,
2017,嘉義市,蘆筍,1.4,1.4,2800,
2017,金門縣,蘆筍,0.12,0.12,3125,
2017,連江縣,蘆筍,0,0,0,
2017,新北市,茭白筍,153.45,153.45,6176.715543,947.817
2017,台北市,茭白筍,10.34,10.34,12162.57253,125.761
2017,桃園市,茭白筍,54.07,54.07,15279.17514,826.145
2017,台中市,茭白筍,19.11,19.11,18914.54736,361.457
2017,台南市,茭白筍,0.4,0.4,10875,4.35
2017,高雄市,茭白筍,2.98,2.98,16832.21477,50.16
2017,宜蘭縣,茭白筍,42.28,42.28,14740.965,623.248
2017,新竹縣,茭白筍,17.18,17.18,11909.19674,204.6
2017,苗栗縣,茭白筍,4.02,4.02,10593.28358,42.585
2017,彰化縣,茭白筍,0.85,0.85,17200,14.62
2017,南投縣,茭白筍,1614.45,1614.45,25623.00784,41367.065
2017,雲林縣,茭白筍,0.26,0.26,11500,2.99
2017,嘉義縣,茭白筍,4.23,4.23,16669.03073,70.51
2017,屏東縣,茭白筍,0.05,0.05,12780,0.639
2017,台東縣,茭白筍,1.54,1.54,17926.62338,27.607
2017,花蓮縣,茭白筍,9.91,9.91,7821.190716,77.508
2017,澎湖縣,茭白筍,0,0,0,0
2017,基隆市,茭白筍,0.08,0.08,10000,0.8
2017,新竹市,茭白筍,2.67,2.67,12667.0412,33.821
2017,嘉義市,茭白筍,0.75,0.75,15500,11.625
2017,金門縣,茭白筍,0,0,0,0
2017,連江縣,茭白筍,0,0,0,0
2017,新北市,其他莖菜類,27.71,27.71,13885.92566,384.779
2017,台北市,其他莖菜類,37.7,37.7,7701.803714,290.358
2017,桃園市,其他莖菜類,101.82,101.82,15358.132,1563.765
2017,台中市,其他莖菜類,6.14,6.14,12833.71336,78.799
2017,台南市,其他莖菜類,367.14,367.14,3237.781228,1188.719
2017,高雄市,其他莖菜類,323.27,323.27,27314.42138,8829.933
2017,宜蘭縣,其他莖菜類,23.08,23.08,14597.09705,336.901
2017,新竹縣,其他莖菜類,12.24,12.24,10755.96405,131.653
2017,苗栗縣,其他莖菜類,45.71,45.71,15907.7226,727.142
2017,彰化縣,其他莖菜類,265.97,265.97,27348.45283,7273.868
2017,南投縣,其他莖菜類,10.35,10.35,17227.05314,178.3
2017,雲林縣,其他莖菜類,299.19,299.19,23868.93947,7141.348
2017,嘉義縣,其他莖菜類,201.77,201.77,14442.53358,2914.07
2017,屏東縣,其他莖菜類,10.52,10.52,10301.90114,108.376
2017,台東縣,其他莖菜類,1.58,1.58,17065.18987,26.963
2017,花蓮縣,其他莖菜類,68.87,68.87,12037.60709,829.03
2017,澎湖縣,其他莖菜類,9.36,9.32,10272.96137,95.744
2017,基隆市,其他莖菜類,0.32,0.32,9909.375,3.171
2017,新竹市,其他莖菜類,1.64,1.64,12254.87805,20.098
2017,嘉義市,其他莖菜類,1.85,1.85,14356.75676,26.56
2017,金門縣,其他莖菜類,0.29,0.29,22141.37931,6.421
2017,連江縣,其他莖菜類,0,0,0,0
2017,新北市,甘藍,110.08,110.08,33166.30632,3650.947
2017,台北市,甘藍,51.51,51.51,17119.29722,881.815
2017,桃園市,甘藍,139.57,139.57,38113.97865,5319.568
2017,台中市,甘藍,588.05,588.05,56375.51909,33151.624
2017,台南市,甘藍,527.18,526.92,45404.78631,23924.69
2017,高雄市,甘藍,277.08,275.78,39297.61767,10837.497
2017,宜蘭縣,甘藍,1295.44,1295.44,67899.44266,87959.654
2017,新竹縣,甘藍,208.84,208.84,40783.37962,8517.201
2017,苗栗縣,甘藍,156.98,156.98,30581.68557,4800.713
2017,彰化縣,甘藍,1203.21,1197.71,41205.95136,49352.78
2017,南投縣,甘藍,875.5,875.5,51000.87379,44651.265
2017,雲林縣,甘藍,1957.75,1957.75,47993.1978,93958.683
2017,嘉義縣,甘藍,580.75,580.75,45259.01334,26284.172
2017,屏東縣,甘藍,360.32,360.32,44331.57194,15973.552
2017,台東縣,甘藍,213.18,213.18,31698.9211,6757.576
2017,花蓮縣,甘藍,194,194,26216.21649,5085.946
2017,澎湖縣,甘藍,27.6,27.59,15802.31968,435.986
2017,基隆市,甘藍,0.36,0.36,9988.888889,3.596
2017,新竹市,甘藍,7.71,7.71,20689.10506,159.513
2017,嘉義市,甘藍,12.22,12.22,44906.38298,548.756
2017,金門縣,甘藍,2.37,2.37,27307.173,64.718
2017,連江縣,甘藍,0,0,0,0
2017,新北市,大芥菜,58.16,58.16,15735.59147,915.182
2017,台北市,大芥菜,49.94,49.94,13896.3356,693.983
2017,桃園市,大芥菜,42.76,42.76,23643.82601,1011.01
2017,台中市,大芥菜,9.74,9.74,17764.37372,173.025
2017,台南市,大芥菜,206.15,206.15,50745.67063,10461.22
2017,高雄市,大芥菜,29.24,29.24,25038.16689,732.116
2017,宜蘭縣,大芥菜,6.77,6.77,17970.90103,121.663
2017,新竹縣,大芥菜,42.82,42.82,19202.10182,822.234
2017,苗栗縣,大芥菜,42.14,42.14,26030.84955,1096.94
2017,彰化縣,大芥菜,47.71,47.71,38577.97108,1840.555
2017,南投縣,大芥菜,6.44,6.44,18147.51553,116.87
2017,雲林縣,大芥菜,261.92,261.92,23013.57285,6027.715
2017,嘉義縣,大芥菜,594.75,594.75,23807.22657,14159.348
2017,屏東縣,大芥菜,1.12,1.12,14648.21429,16.406
2017,台東縣,大芥菜,4.19,4.19,16101.43198,67.465
2017,花蓮縣,大芥菜,52.48,52.48,15629.99238,820.262
2017,澎湖縣,大芥菜,1.84,1.84,8857.065217,16.297
2017,基隆市,大芥菜,0.69,0.69,10000,6.9
2017,新竹市,大芥菜,1.7,1.7,13352.94118,22.7
2017,嘉義市,大芥菜,2.5,2.5,31000,77.5
2017,金門縣,大芥菜,0.37,0.37,21589.18919,7.988
2017,連江縣,大芥菜,0,0,0,0
2017,新北市,結球白菜,45.98,45.98,31355.00217,1441.703
2017,台北市,結球白菜,50.5,50.5,24205.56436,1222.381
2017,桃園市,結球白菜,12.05,12.05,20765.9751,250.23
2017,台中市,結球白菜,40.04,40.04,30915.23477,1237.846
2017,台南市,結球白菜,26.43,26.43,39944.57056,1055.735
2017,高雄市,結球白菜,59.91,59.91,35891.77099,2150.276
2017,宜蘭縣,結球白菜,88.79,88.79,66762.72103,5927.862
2017,新竹縣,結球白菜,48.91,48.91,32562.68657,1592.641
2017,苗栗縣,結球白菜,10.82,10.82,23241.68207,251.475
2017,彰化縣,結球白菜,516.86,503.66,39513.96776,19901.605
2017,南投縣,結球白菜,40.14,40.14,33952.88989,1362.869
2017,雲林縣,結球白菜,981.18,981.18,41905.89596,41117.227
2017,嘉義縣,結球白菜,63.17,63.03,41098.68317,2590.45
2017,屏東縣,結球白菜,59.93,59.93,42396.54597,2540.825
2017,台東縣,結球白菜,24.89,24.89,31157.37244,775.507
2017,花蓮縣,結球白菜,70.14,70.14,24297.97548,1704.26
2017,澎湖縣,結球白菜,0,0,0,0
2017,基隆市,結球白菜,0.04,0.04,9850,0.394
2017,新竹市,結球白菜,1.2,1.2,11333.33333,13.6
2017,嘉義市,結球白菜,0.2,0.2,22500,4.5
2017,金門縣,結球白菜,2.49,2.49,28279.11647,70.415
2017,連江縣,結球白菜,0,0,0,0
2017,新北市,不結球白菜,256.33,256.33,15901.9233,4076.14
2017,台北市,不結球白菜,91.94,91.94,14801.4466,1360.845
2017,桃園市,不結球白菜,1202.29,1202.29,19631.23373,23602.436
2017,台中市,不結球白菜,20.4,20.4,13219.95098,269.687
2017,台南市,不結球白菜,119.55,119.55,17801.45546,2128.164
2017,高雄市,不結球白菜,368.21,368.21,14204.22042,5230.136
2017,宜蘭縣,不結球白菜,9.57,9.57,15847.6489,151.662
2017,新竹縣,不結球白菜,42.98,42.98,15092.36854,648.67
2017,苗栗縣,不結球白菜,69.52,69.52,15548.84925,1080.956
2017,彰化縣,不結球白菜,63.38,63.38,18664.76807,1182.973
2017,南投縣,不結球白菜,0.21,0.21,13280.95238,2.789
2017,雲林縣,不結球白菜,2602.27,2602.27,20497.2793,53339.455
2017,嘉義縣,不結球白菜,7.57,7.57,14396.30119,108.98
2017,屏東縣,不結球白菜,47.34,47.34,12744.38107,603.319
2017,台東縣,不結球白菜,1.06,1.06,10536.79245,11.169
2017,花蓮縣,不結球白菜,318.72,318.72,13200.74046,4207.34
2017,澎湖縣,不結球白菜,36.06,36.06,7596.200776,273.919
2017,基隆市,不結球白菜,2.13,2.13,9854.460094,20.99
2017,新竹市,不結球白菜,1.45,1.45,10206.2069,14.799
2017,嘉義市,不結球白菜,0,0,0,0
2017,金門縣,不結球白菜,2.03,2.03,18056.65025,36.655
2017,連江縣,不結球白菜,0,0,0,0
2017,新北市,甕菜,106.82,106.82,17412.66617,1860.021
2017,台北市,甕菜,49.9,49.9,13851.74349,691.202
2017,桃園市,甕菜,269.79,269.79,17476.04062,4714.861
2017,台中市,甕菜,145.44,145.44,15034.85286,2186.669
2017,台南市,甕菜,51.8,51.8,22047.49035,1142.06
2017,高雄市,甕菜,130.54,130.54,13563.81952,1770.621
2017,宜蘭縣,甕菜,26.09,26.09,18415.63818,480.464
2017,新竹縣,甕菜,9.17,9.17,12772.62814,117.125
2017,苗栗縣,甕菜,8.84,8.84,11188.00905,98.902
2017,彰化縣,甕菜,17.03,17.03,19326.36524,329.128
2017,南投縣,甕菜,29.2,29.2,20299.76027,592.753
2017,雲林縣,甕菜,1102.23,1102.23,18068.2843,19915.405
2017,嘉義縣,甕菜,35.58,35.58,13878.24621,493.788
2017,屏東縣,甕菜,17.1,17.1,12913.85965,220.827
2017,台東縣,甕菜,0.95,0.95,17200,16.34
2017,花蓮縣,甕菜,37.28,37.28,10706.8133,399.15
2017,澎湖縣,甕菜,6.4,6.4,8158.4375,52.214
2017,基隆市,甕菜,0.64,0.64,9793.75,6.268
2017,新竹市,甕菜,0.92,0.92,12527.17391,11.525
2017,嘉義市,甕菜,0,0,0,0
2017,金門縣,甕菜,0.5,0.5,17634,8.817
2017,連江縣,甕菜,0,0,0,0
2017,新北市,芹菜,19.75,19.75,14916.20253,294.595
2017,台北市,芹菜,14.58,14.58,13844.23868,201.849
2017,桃園市,芹菜,5.13,5.13,20631.57895,105.84
2017,台中市,芹菜,0.33,0.33,13890.90909,4.584
2017,台南市,芹菜,10.16,10.16,26985.23622,274.17
2017,高雄市,芹菜,79.85,79.85,15085.46024,1204.574
2017,宜蘭縣,芹菜,0.61,0.61,17696.72131,10.795
2017,新竹縣,芹菜,8.2,8.2,14457.31707,118.55
2017,苗栗縣,芹菜,15.93,15.93,12015.81921,191.412
2017,彰化縣,芹菜,155.2,155.2,22964.43943,3564.081
2017,南投縣,芹菜,0,0,0,0
2017,雲林縣,芹菜,745.24,745.24,21554.63341,16063.375
2017,嘉義縣,芹菜,0.89,0.89,13674.1573,12.17
2017,屏東縣,芹菜,20.05,20.05,14379.65087,288.312
2017,台東縣,芹菜,0.03,0.03,14000,0.42
2017,花蓮縣,芹菜,15.98,15.98,12089.48686,193.19
2017,澎湖縣,芹菜,1.47,1.47,8373.469388,12.309
2017,基隆市,芹菜,0.15,0.15,9966.666667,1.495
2017,新竹市,芹菜,0.71,0.71,10808.4507,7.674
2017,嘉義市,芹菜,0,0,0,0
2017,金門縣,芹菜,0.54,0.54,21670.37037,11.702
2017,連江縣,芹菜,0,0,0,0
2017,新北市,其他葉菜類,959.09,959.09,14818.90646,14212.665
2017,台北市,其他葉菜類,304.7,304.7,13820.19691,4211.014
2017,桃園市,其他葉菜類,3585.49,3585.49,18165.97843,65133.934
2017,台中市,其他葉菜類,373.88,373.88,12347.34139,4616.424
2017,台南市,其他葉菜類,248,247.7,14261.97013,3532.69
2017,高雄市,其他葉菜類,711.51,711.41,13605.09833,9678.803
2017,宜蘭縣,其他葉菜類,417.31,417.31,14899.38415,6217.662
2017,新竹縣,其他葉菜類,239.65,239.65,12761.07657,3058.192
2017,苗栗縣,其他葉菜類,349.93,349.93,13710.4478,4797.697
2017,彰化縣,其他葉菜類,602.92,602.62,12922.08855,7787.109
2017,南投縣,其他葉菜類,373.96,373.96,14185.49845,5304.809
2017,雲林縣,其他葉菜類,9489.12,9489.12,18419.04096,174780.49
2017,嘉義縣,其他葉菜類,506.91,506.63,12677.4885,6422.796
2017,屏東縣,其他葉菜類,602.51,602.51,9604.076281,5786.552
2017,台東縣,其他葉菜類,64.5,64.5,5229.317829,337.291
2017,花蓮縣,其他葉菜類,967.26,967.06,9721.693587,9401.461
2017,澎湖縣,其他葉菜類,12.95,12.95,8713.976834,112.846
2017,基隆市,其他葉菜類,7.98,7.98,9794.235589,78.158
2017,新竹市,其他葉菜類,11.75,11.75,12203.23404,143.388
2017,嘉義市,其他葉菜類,3.63,3.63,14727.27273,53.46
2017,金門縣,其他葉菜類,1.28,1.28,20041.40625,25.653
2017,連江縣,其他葉菜類,0,0,0,0
2017,新北市,花椰菜,36.66,36.66,13704.63721,502.412
2017,台北市,花椰菜,10.36,10.36,13550.7722,140.386
2017,桃園市,花椰菜,7.15,7.15,16788.81119,120.04
2017,台中市,花椰菜,6.02,6.02,15252.99003,91.823
2017,台南市,花椰菜,43.81,43.81,21869.9612,958.123
2017,高雄市,花椰菜,406.24,406.24,24460.30179,9936.753
2017,宜蘭縣,花椰菜,3.69,3.69,15236.04336,56.221
2017,新竹縣,花椰菜,12.07,12.07,13779.20464,166.315
2017,苗栗縣,花椰菜,29.79,29.79,20540.55052,611.903
2017,彰化縣,花椰菜,1033.6,1033.6,25988.85739,26862.083
2017,南投縣,花椰菜,7.94,7.94,15173.80353,120.48
2017,雲林縣,花椰菜,738.07,738.07,22202.49434,16386.995
2017,嘉義縣,花椰菜,619.84,619.84,21280.74342,13190.656
2017,屏東縣,花椰菜,1.14,1.14,17865.78947,20.367
2017,台東縣,花椰菜,8.23,8.23,22497.08384,185.151
2017,花蓮縣,花椰菜,29.6,29.6,12134.45946,359.18
2017,澎湖縣,花椰菜,19.99,19.93,9832.714501,195.966
2017,基隆市,花椰菜,0,0,0,0
2017,新竹市,花椰菜,2.59,2.59,10697.2973,27.706
2017,嘉義市,花椰菜,0,0,0,0
2017,金門縣,花椰菜,1.54,1.54,19553.8961,30.113
